"model","term","estimate","std_error","statistic","p_value"
"geography","(Intercept)",-0.0522640907234338,0.184602892726693,-0.283116314980023,0.777150077477872
"geography","Latitude",0.0130449137493666,0.00226671371666799,5.75498954872089,1.1725114949055e-08
"geography","Longitude",0.00256765053164761,0.000697101415450855,3.6833242261988,0.000243360987340492
"geography","log_elevation",-0.0423005608344502,0.0335487844257157,-1.26086716876771,0.207669897706268
"river_network","(Intercept)",-1.46902042184013,0.226775579823877,-6.47785984267367,8.99742307335506e-10
"river_network","log_slope",0.991776745152722,7.12732283832576,0.139151371089807,0.889489632632948
"river_network","Strahler_order",-0.648307926409827,0.147216789152797,-4.40376352548314,1.84256106231927e-05
"river_network","log_basin",0.841265421975248,0.115150989473792,7.30575938443603,9.21876952000726e-12
